,Usage,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
5445,Public,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692
5446,Public,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37
5447,Public,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218
5448,Public,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022
5449,Public,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533
5450,Public,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642
5451,Public,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716
5452,Public,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98
5453,Public,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29
5454,Public,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285
5455,Public,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698
5456,Public,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182
5457,Public,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554
5458,Public,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167
5459,Public,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542
5460,Public,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799
5461,Public,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588
5462,Public,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829
5463,Public,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11
5464,Public,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919
5465,Public,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948
5466,Public,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698
5467,Public,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157
5468,Public,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237
5469,Public,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869
5470,Public,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151
5471,Public,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37
5472,Public,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722
5473,Public,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683
5474,Public,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895
5475,Public,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433
5476,Public,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485
5477,Public,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356
5478,Public,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208
5479,Public,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78
5480,Public,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759
5481,Public,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258
5482,Public,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777
5483,Public,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073
5484,Public,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418
5485,Public,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441
5486,Public,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772
5487,Public,10759.919,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214
5488,Public,22092.948,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378
5489,Public,28788.698,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661
5490,Public,24844.157,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065
5491,Public,23009.237,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607
5492,Public,41428.869,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421
5493,Public,25248.151,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796
5494,Public,17386.37,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399
5495,Public,9079.722,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811
5496,Public,4584.683,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227
5497,Public,4987.895,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707
5498,Public,5141.433,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043
5499,Public,4686.485,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82
5500,Public,4331.356,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307
5501,Public,4950.208,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43
5502,Public,4686.78,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529
5503,Public,4137.759,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955
5504,Public,4508.258,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768
5505,Public,4138.777,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978
5506,Public,4134.073,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477
5507,Public,4353.418,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028
5508,Public,4007.441,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91
5509,Public,4548.772,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001
5510,Public,3522.214,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771
5511,Public,3003.378,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736
5512,Public,11061.661,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12
5513,Public,16024.065,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427
5514,Public,12450.607,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647
5515,Public,10006.421,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095
5516,Public,19655.796,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357
5517,Public,19371.399,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848
5518,Public,17047.811,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073
5519,Public,9226.227,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621
5520,Public,6086.707,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477
5521,Public,5014.043,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255
5522,Public,4765.82,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058
5523,Public,4658.307,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365
5524,Public,4702.43,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0
5525,Public,4313.529,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72
5526,Public,4683.955,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72,4303.194
5527,Public,4468.768,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72,4303.194,4541.668
5528,Public,4167.978,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72,4303.194,4541.668,4407.713
5529,Public,4280.477,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72,4303.194,4541.668,4407.713,4053.027
5530,Public,4203.028,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72,4303.194,4541.668,4407.713,4053.027,4367.071
5531,Public,3950.91,4449.001,4272.771,4071.736,7438.12,17029.427,21237.647,21235.095,12858.357,17181.848,16115.073,16728.621,10338.477,7199.255,5190.058,4733.365,4727.0,4592.72,4303.194,4541.668,4407.713,4053.027,4367.071,4106.349
